Id,Name,Description,Add,Zipcode,Region,Town,Tel,Opentime,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class,Map,Parkinginfo
C3_376480000A_000701,台一楓樺卉館-南芳花園宴會廳,台一楓樺卉館所屬之南芳花園宴會廳位於享有「花都」美名的南投縣埔里鎮，因此百花、時蔬、水果成為餐桌上的美麗佳餚最是知名特色。為了讓賓客吃得安心與健康，台一種苗場特別闢區栽培有機花卉，搭配南投在地時蔬入菜，提供驚豔的地方美食，滿足國內外賓客的味蕾。南芳主廚潘志宏秉持「花食找健康」的概念，巧妙運用南投在地蔬果如筍、菇、美人腿、刺蔥、百香果，與台一自產的花卉如海棠花、夏堇、野薑花與金蓮花等入菜，推出兼具健康養生、花香美味等特色的「南投在地花宴」。值得一提的是，餐廳擁有挑高13米的落地窗設計，並引進大王椰子樹、蕨類、百花等原生植物造景，用餐時，四周都有綠色植物、花卉與香氛陪伴，更是令人沉醉!,南投縣埔里鎮蜈蚣里8鄰中山路一段176號,545,南投縣,埔里鎮,886-49-2997848,9:30~14:00/17:00~20:00,http://www.taiifarm.com/dining/,,,,,,,121.006360,23.978080,03,,可容納 20 輛大車  200輛小車
C3_376480000A_000702,天水蓮大飯店水上餐廳,天水蓮大飯店獲選「2013臺灣團餐大車拼」優質餐廳，其位於南投埔里鯉魚潭之上，距埔里鎮市中心約需十分鐘車程，是全國唯一建築在潭面上的休閒渡假飯店，為了使房客能安心無憂的享受湖光山色，本飯店使用安全性極高的鋼骨結構建築，飯店共有四棟建築主體，當您進入大廳首先映入眼簾的兩邊階梯，其二樓便是我們精心規劃的國際會議廳，供機關團體做為會議、訓練等活動。水上餐廳漂浮在鯉魚潭水面上，嚴選埔里當地食材精心烹調充滿埔里風味的特色小吃，菜色美味可口有口皆碑，在這裡除了品嘗美食外更可飽覽鯉魚潭山光水色，味覺與視覺的雙重享受，適合工商宴席、婚禮宴客、家庭聚餐、大宴小酌。,南投縣埔里鎮鯉魚二巷20號,545,南投縣,埔里鎮,886-49-2903411,午餐11:00~12:00 晚餐17:00~21:00,http://www.lakesideresort.com.tw/,,,,,,,120.999410,23.960570,03,,可容納7輛大車 40輛小車
C3_376480000A_000703,TASTY西堤草屯碧山店,坐落於熱鬧的草屯形象商圈內，明亮且時尚的設計及寬敞舒適的用餐氛圍，提供給您家庭聚餐、情侶約會更便利的新選擇餐後還可在商圈內選購各式流行的服飾，或是散步談心喔,南投縣草屯鎮碧山路173號2樓,542,南投縣,草屯鎮,886-49-230-6522,11:30~14:30(最後點餐時間14:00)17:30~22:00(最後點餐時間21:00),http://www.tasty.com.tw/store.aspx,,,,,,,120.682530,23.977940,01,,
C3_376480000A_000705,人本自然七彩神仙魚餐廳,餐館內設置「七彩神仙魚主題館」，20種活生生鮮豔美麗的七彩魚，開放供民眾自由參觀，此種設計可說是「美與食」的最佳結合。　人本自然，可說是現代都會叢林中，最傾心悠然的用餐環境，鄭文欽本著一位「草屯的庄腳囝仔」對地方鄉親的回饋，締造全台水準級的自然幽雅餐館，並對外縣市打出草屯也有這麼一個「好所在」，希望在未來該餐館的特色能創出草屯新地標。,南投縣草屯鎮大成街100號,542,南投縣,草屯鎮,886-49-2326338,11:00–22:00,,,,,,,,120.688040,23.978440,03,,
C3_376480000A_000706,成都生活美食館,成都生活美食館除小吃用餐區，還擁有10間包廂可靈活調度餐宴空間，大包廂可一次容納20人，小包廂可容納10~13人，最高餐宴容納度可達百桌。全新的裝潢與設備讓您在品嘗珍饈美饌的同時也能體驗現場驚艷的視覺饗宴。不只是新，我們更用心。喜慶婚宴：提供您大型餐宴的開闊空間，美味的佳餚及專為新人細心打造的星光大道，百萬絢麗燈光秀，投影布幕，為您的人生大事留下最美麗的回憶。家常小吃：典雅全新的裝潢，精緻烹調的美味，值得您放鬆心情坐下來細細品嚐各道精美佳餚小型餐宴獨立包廂：我們具備多間獨立及寬敞多用途的包廂，提供您聚餐及聯誼的自在環境。工商會議：提供您舒適、安靜的空間，專業簡報的投影設備，讓您的會議祥和而順利大型停車場免費停車：備有大型停車場，提供免費停車，不必為了用餐找車位而煩惱。,南投縣草屯鎮敦和路敦成巷43弄1號,542,南投縣,草屯鎮,886-49-232 8111,"11:00–14:00,17:00–21:00",,,,,,,,120.681130,23.980460,03,,
C3_376480000A_000707,天泉溫泉會館,ㄧ、獲選「2013臺灣團餐大車拼」優質餐飲，餐飲理念以結合南投在地新鮮食材與現代養生健康新慨念，除了團餐合菜之外，另設計了一套溫泉系列的養生套餐，更以中西式料理技法，達到色、香、味俱佳的味覺新饗宴，二、所以不論是團餐或是西餐，都有非常獨道的特色料理。天泉宴會廳以紫金色基調表現出時尚典雅主題，呈現低調奢華質感，而戶外則是結合鯉魚潭風景區的自然景觀，給人輕鬆、舒適的用餐環境，為宴會、婚禮、尾牙等最佳場所。,南投縣埔里鎮鯉魚路37-1號,545,南投縣,埔里鎮,886-49-2988187,午餐11:30-14:00  晚餐17:30-20:00,http://www.hotspring.net.tw,,,,,,,120.999410,23.959160,03,,可容納4輛大車，30輛小車
C3_376480000A_000708,立德溪頭飯店,"立德溪頭飯店榮獲「2013臺灣團餐大車拼」美食，其地處竹山地區，氣候與土壤適宜，加上竹農的精心栽培，所產竹筍格外清新可口，百嚐不厭。 春末夏初螢火蟲正在鄉野山邊熠熠閃耀、春茶芳香上市，邀請您走一趟茶鄉，不但能喝第一口春茶、品嘗筍鮮、還能感受螢火浪漫的山村之夜, 此時適逢春筍盛產，處處都可見農家採筍的景致; 竹筍生長於地下, 無病蟲害是清潔衛生蔬菜, 遊客來到立德溪頭飯店可別錯過品嘗『竹筍風味餐』,而且，用新鮮竹材來製作餐具喔。 特別將凍頂烏龍茶的甘醇茶香, 以巧妙的廚藝製作出一道道特殊風味的茶香料理, 以茶的清爽融合於菜餚中的『茶宴』, 結合當地山產、溪產及當地特有食材, 新鮮帶嫩、清爽去膩, 道道讓您體驗茶的另一種風貌, 讓您在悠閒中放慢腳步.體驗立德溪頭飯店的渡假風情, 也成了遊客旅途中最幸福的回憶 。",南投縣鹿谷鄉內湖村森林巷10-2號,558,南投縣,鹿谷鄉,886-49-2612588,07：00~20：30,,,,,,,,120.798280,23.674300,03,,可容納 12 輛大車  100 輛小車
C3_376480000A_000709,妖怪村－青山食堂,「青山食堂」是松林町-妖怪村內最大的餐廳，榮獲「2013臺灣團餐大車拼」餐飲美食，餐廳內環抱兩棵大樹，是當年松林勝一跟太太中午一起用餐休息的地方，後代子孫在改建「青山食堂」時特別把這兩棵樹留下來，以紀念阿公阿嬤。針對散客及妖怪村的遊客，特別推出許多單點的特色小吃及妖怪料理。精選「主廚瞎搞餐」，沒有菜單由主廚掛保證為您搭配超值的驚喜特餐，值得您來品嘗與挑戰。,南投縣鹿谷鄉內湖村興產路2-3號,558,南投縣,鹿谷鄉,886-49-2612377,AM07:00-PM20:00,http://www.mingshan.com.tw/,,,,,,,120.795970,23.674100,03,,可容納 5 輛大車  20  輛小車
C3_376480000A_000711,溪頭翠谷餐廳,溪頭翠谷餐廳提供有各式種類菜色，像是新鮮的鱘龍魚及鳟魚…等魚蝦料理，以及飯麵類、鮮菇類、筍類、與各式山產野菜等料理；藉由師傅們的精湛廚藝，將每一樣的新鮮食材，都變成了一道道令人唇齒留香的好料理。採用自然建材所規劃的用餐空間，不只通風良好、採光佳，空間場地也十分寬敞，擁有如此舒適的用餐環境，讓您用起餐來格外美味。「溪頭餐廳～溪頭翠谷餐廳」亦有提供住宿服務，如有需要請來電洽詢,南投縣鹿谷鄉內湖村坪峰巷1-38號,558,南投縣,鹿谷鄉,886-49-2753159,11:00~14:0017:00~21:00優惠名稱： 周六住宿平日價～螢火蟲季再享優惠！ 優惠日期： 2014-3-3 - 2014-5-30,,,,,,,,120.774100,23.727880,03,,國道3號→下竹山交流道→右轉台3線（往鹿谷方向）→接151號縣道（往溪頭方向）→循【翠谷餐廳】指引路標右轉→前行約100公尺即可到達「翠谷餐廳」
C3_376480000A_000712,花漾千禧海鮮婚宴會館,"花漾千禧婚宴會館成立於104年,會館位於南投縣草屯鎮，交通便利，本館有3廳場地~宴客更方便~附大型停車場~免擔心停車問題，是你宴客第一選擇的好地方。營業時間 11:00~22:00 。 主要營業–- 婚宴喜宴、文定、生日壽宴、尾牙春酒、除夕圍爐、工商聯誼餐敘、家庭聚餐、謝師宴、團體百匯、精緻套餐、、外燴宴席等，一一滿足各領域客群及聚會目的。",南投縣草屯鎮成功路一段758-1號,542,南投縣,草屯鎮,886-49-2320028,"11:00–14:00, 17:00–21:00",,,,,,,,120.685550,23.990020,03,,
C3_376480000A_000713,春水岸,【營業項目】簡餐、火鍋、咖啡、茶飯類(供餐時間-11:00~14:00、17:30~21:00)麵類(供餐時間-11:00~14:00、17:00~21:00)※店內餐點皆為現點現做，請耐心等候。,南投縣草屯鎮新富路75號,542,南投縣,草屯鎮,886-49-2391696,週一~週日:11:00 - 23:00,,,,,,,,120.683380,23.969310,03,,
C3_376480000A_000714,陶板屋-和風創作料理,陶板屋南投分店位於家樂福商場內，周邊交通與停車極為便利，店內裝潢空間舒適、散發濃厚人文書香，在溫暖的用餐環境中，與親友齊聚享用和風美食，是生活最美好的享受。,南投市三和三路21號2樓,54001,南投縣,南投市,886-49-2248430,*11:30 - 14:30 (最後點餐時間 14:00)*17:30 - 22:00 (最後點餐時間 21:00),http://www.tokiya.com.tw,,,,,,,120.689190,23.905970,01,,家樂福商場內備有停車場
C3_376480000A_000715,茶二指-茶業故事館,「把台灣茶帶向全世界」，是長順百年來的經營理念，透過「茶二指故事館」的成立，希望體現台灣獨特的溫厚人情，展現蘊含豐厚親情的父道傳承、以及台灣傳統的茶道文化和開創精神。長順製茶百餘年，今年開始賣手指，希望為台灣茶業開創嶄新的一頁。台灣二指茶-一段製茶的冒險故事時光回到當年，我還是八歲懵懂的小男孩。受長輩熱愛泡茶的潛移默化的影響，我與茶開啟了一段漫長而驚奇的旅程。為創造出符合八歲孩童味蕾的濃度，我試著研究焙茶的方法，並著意於縮短焙茶的時程，但因不熟悉機器的操作，一個意外斷了左手中指和無名指；於是，剩下的八指讓我仍可如常的生活；奉獻給茶的二指，成了我畢生為製好茶而努力的印記。,南投縣名間鄉埔中巷32-1號,551,南投縣,名間鄉,886-49-2583126,全年無休;週一~週五: 9:30 - 18:00 週六~週日: 9:30 - 18:30,http://www.fingertea.com.tw/,,,,,,,120.643740,23.825200,07,,詳店家網址http://www.fingertea.com.tw
C3_376480000A_000716,福得美食廣場(竹山紫南宮旁),福得美食廣場位於南投竹山紫南宮(發財金)七星級廁所旁，結合美食休閒商場，美食小吃、伴手禮、農特產品，風味主題餐廳、咖啡休閒區，團體聚餐享優惠，中式西式日式韓式美食餐飲，多元化選擇。戶外休閒區: 結合地方人文特色設有獨一無二大型Q版土地公公仔及祈福平安池、竹林園區設有Q版熊貓公仔、林蔭迴廊、原生植物園區等，提供用遊客一個舒適的休憩空間。室內景觀: 大型海底世界景觀水族箱，全景式透明觀景電梯，飽覽戶外山色美景 。,南投縣竹山鎮大公街79巷8號,557,南投縣,竹山鎮,886-49-2624573,平日10:00~18:00  假日10:00~19:00,http://www.fude888.com,,,,,,,120.723890,23.815820,06,,
C3_376480000A_000717,「借問站」全家便利商店-名間金交流店,本店南投縣「借問站」示範點，為了回應臺灣人「相借問」的臺式熱情，提供「友善、便利、貼心」的旅遊服務，門口設有「借問站」識別，可以提供簡易的旅遊諮詢服務、推薦在地特色，並設有QRcode引導至雲端提供各項旅遊服務，共同營造臺灣友善的旅遊環境，提升觀光旅遊服務品質。,南投縣名間鄉彰南路243號,551,南投縣,名間鄉,886-49-2731964,全年無休,,,,,,,,120.697320,23.847150,05,,
C3_376480000A_000718,口福小吃部．傳承三十年的熱炒老店,"口福小吃部位於名間車水馬龍的彰南路(台三線省道)旁，在新街地區頗具盛名，每當中午用餐時分，用餐的人潮總是把整家店擠滿，無法入座的人只好外帶回家，這條貫穿南投的主要幹道是許多從名間交流道下來往南投前進的遊客必經之路，來這裡必點的一道菜""筍干爌肉""，雖然爌肉上有層肥肉，但是吃到口感卻不會感到那種肥而油膩的噁心感，經過老闆解說，這爌肉是先煮過1小時，在油炸至金黃色外表，然後在滷過1小時才完成的，可說是相當費工，當地的老饕都知道，想吃好東西、想吃新鮮的料理就是要來口福小吃部。**感謝旅遊作家許傑提供豐富資料，更多詳細介紹，歡迎參考https://journey.tw/cofu-restauran/  許傑, 旅行圖中!!",南投縣名間鄉新街村彰南路402之1號,551,南投縣,名間鄉,886-49-2229958,10:30 – 14:30、16:00 – 19:30*每週星期三為公休日,https://www.facebook.com/cofu20120604720204,,,,,,,120.693590,23.877110,03,,
C3_376480000A_000719,吉祥樓餐廳,吉祥樓餐廳位於南投竹山紫南宮第二停車前(福得美食廣場二樓)旁，拿手菜色北方京川菜，南北合菜特色美食料理、招牌北平烤鴨等。【吉祥樓餐廳】提供寬敞用餐環境空間合適舉辦中大型公司餐會、聚餐、同學會、謝師宴及尾牙...等 活動。菜色豐富以南北合菜、北方京川菜(招牌北平烤鴨)等菜色，均可滿足您的各種需求，場地空間可容納400人，是您聚餐宴會的最佳選擇！,南投縣竹山鎮大公街8號79 巷2樓,557,南投縣,竹山鎮,886-49-2624573,平日10:00~20:00  假日10:00~20:00,,,,,,,,120.723890,23.815820,03,,
C3_376480000A_000720,可妮小屋,「讓客人在愉悅舒適的環境中享受美食帶來的樂趣」 是可妮小屋一貫的精神。~享受美食也要享受生活~我們不僅提供美味的餐點，更重視環境的舒適度。地中海風的園藝造景，搭配童話般的南瓜小屋讓客人在用餐完畢後可以佇足拍照，或是與孩子在庭園中一同奔跑，非常適合親子一同前往用餐。得到客人心滿意足的笑容就是給我們最大的鼓勵與肯定，就值得我們盡最大的努力維持下去。,南投縣埔里鎮西安路二段77號,545,南投縣,埔里鎮,886-49-2930079,11:00~21:00,https://www.facebook.com/coneyhouse/,,,,,,,120.973890,23.989550,03,,
C3_376480000A_000722,米田貢觀光烘焙園區,我們的堅持：100% 無麩質、無添加植物蛋白、無香精、無色素、無添加我們的理念：健康、無毒、美味我們的目標：與在地小農一起走向世界的舞台 米田貢這三個字中，「米」代表台灣的主食；「田」是萬物之母，所有農作物的來源；「貢」則是代表台灣人熱情好客，好東西要與好朋友「共享」，禮尚往來的好人情。品牌理念是以米為主原料，搭配精心嚴選的小農農產品，研發出米做的各種烘焙點心，並將這一份帶著台灣的驕傲、專屬於台灣的美好，推薦給每一位在地及外地來的客人。,南投縣埔里鎮中正路1004號,545,南投縣,埔里鎮,886-49-2995730,10:00~17:30 (週二週三固定休園)例假日除外,https://www.facebook.com/mitiangongfans/,,,,,,,120.959550,23.985870,06,,
C3_376480000A_000725,老地方客家餐廳,注重服務、價格合理、物超所值，秉持提供新鮮美味精美佳餚，絕對是您嚐鮮宴客的最好去處[必點小吃]薑絲大腸、土雞、 客家小炒、溪魚,國姓鄉石門村中興路5號,544,南投縣,國姓鄉,886-49-2720289,上午11:00~晚間20:00每逢週一公休,,,,,,,,120.859750,24.045420,03,,
C3_376480000A_000726,肉燥福,本店創於西元200]年，是由三位愛好傳統美食之達人所開創，並有優良美食血統，且考取國內中餐、米食以及丙級與國際甲級之證照，可說是非常認真之傳統美食達人。  本店採用高溫消毒餐盤，絕對安全又衛生，敬請愛好傳統美食者責臨本店指教，謝謝您![必點小吃]意麵、肉燥飯,南投縣草屯鎮虎山路889號,542,南投縣,草屯鎮,886-49-2200766,10:00–21:00,,,,,,,,120.685790,23.977920,03,,
C3_376480000A_000727,橋頭肉圓,南投肉圓，位在橋頭，已經有超過五十年以上的歷史，古早時很多人會坐在路邊的橋頭上吃，所以，才叫橋頭肉圓！現在，店內也裝起了冷氣，只是，一些老客人，人多的時候，還是會喜歡在大太陽底下，就坐在橋頭吃了起來！所以，到這來的時候，可要記得把車停好，然後，就坐在橋頭旁，開始試試囉！[必點小吃]肉圓,南投市三和三路51號,540,南投縣,南投市,886-49-2205538,10:30–21:00,,,,,,,,120.686580,23.904950,03,,
C3_376480000A_000728,久味麻糬本舖,位於草屯中山街上的久味麻糬本舖，招牌手工麻糬標榜軟Ｑ，每天手工製作、風味絕佳，而且沒有加任何防腐劑與化學添加物，讓遊客吃得安心。　久味手工麻糬口味相當多，有招牌、紅豆、花生、芝麻及芋頭等五種口味，ＱＱ嫩嫩的麻糬包上各種餡料，外皮再裹上香氣四溢的花生粉，一口咬下，多重的滋味在口中散開，十分美味。此外，這項獨特的草屯名產，每天手工現包製作，而且提供宅配服務，歡迎來電訂購。 [必買單品]招牌口味麻糬,草屯鎮中山街201號,542,南投縣,草屯鎮,886-49-2333996,05:30–21:00,,,,,,,,120.682880,23.978350,05,,
C3_376480000A_000729,台灣小吃,魚池街上的「台灣小吃」，店名顯而易懂，在如此深夜匯集了眾多的人潮，店裡店外滿是客人，看得出大半都是從九族放出來的「餓狼」。 [必點小吃]意麵、黑白切,南投縣魚池鄉魚池街334號,555,南投縣,魚池鄉,886-49-2897270,正常營業 · 16:00–23:00每週二公休,,,,,,,,120.937800,23.896650,04,,
C3_376480000A_000731,水里羊肉王餐廳,[必點小吃]藥膳羊肉、滷味羊蹄、古早味羊肉,水里鄉中山路二段65號,553,南投縣,水里鄉,886-49-2770618,早上０９：００～下午１４：３０下午１６：３０～晚上２０：００下午１４：３０～１６：３０為休息時間，只提供外帶服務，不提供現場用餐服務！,,,,,,,,120.850130,23.815340,03,,
C3_376480000A_000732,八張牛肉麵,每個夯店都有他的獨門撇步讓饕客甘願一去再去，集集八張牛肉麵就是一間會讓人深陷料理的一間店，不僅招牌的牛肉麵好吃，滷菜更是店家不得不推的美食之一，人~總是那麼多，但每次去都還是覺得! [必點小吃]牛肉麵、水餃,集集鎮文心街291巷11號,552,南投縣,集集鎮,886-49-2764539,10:30-14:30、16:30-20:00（周日公休）,,,,,,,,120.801340,23.830210,03,,
C3_376480000A_000733,隨意食堂,名間是一純樸鄉鎮，所生產的茶產量全國第一。而說到名間的小吃老店，巷子內的人都知道，位於市場旁的隨意食堂，是名間鄉最具知名度、且具有特色的美食餐廳之一。位於名間南雅街的隨意食堂，在地經營已歷經三代、超過六十載，由於口味道地、加上融合在地特產，是名間家喻戶曉的美食餐廳，每到假日更是一位難求。阿嬤的味道‧道地鄉土菜隨意食堂以鄉土菜為主要特色，運用古早味作法，融入當地食材，做出一道道具有地方特色的料理，如水蕹菜、九尾、寶釧菜等，別具風味，懷念古早味的人，可以來隨意食堂品嚐。 [必點小吃]通天草燉雞湯、三層豬肉封(爌肉燜筍)、三杯蒜鰻、,名間鄉中正村南雅街131巷6號,551,南投縣,名間鄉,886-49-2732079,１１：００～２１：００．每逢農曆節日（週六、日除外）、春節一律公休。,,,,,,,,120.701600,23.838000,07,,
C3_376480000A_000734,竹山霸王鵝家莊,店裡的招牌就是霸王鵝肉和鵝油飯，有時和朋友不知道吃什麼時，就會點幾道小菜和白切鵝肉，配上香Q可口的鵝油飯，那種美味真是絕配 [必點小吃]霸王鵝肉,竹山鎮集山路三段1193之1號,557,南投縣,竹山鎮,886-49-2631510,用餐時間,,,,,,,,120.706660,23.766950,03,,
C3_376480000A_000735,鹿谷阿三全筍餐館,知名的筍子大餐都是訪客不允許錯過的特色風味餐這間鹿谷阿三全筍餐廳在網路上也頗有知名度餐館的周圍刻意以竹林包圍的方式呈現出一種彷彿走進竹林海用餐的自然氣息 [必點小吃]烏龍茶雞、黑豆豬腳、溪蝦,南投縣鹿谷鄉中正路一段192號,558,南投縣,鹿谷鄉,886-49-2754348,正常營業 · 10:00–20:00,,,,,,,,120.757890,23.741080,07,,
C3_376480000A_000736,塔洛灣,塔洛彎景觀餐廳，採木屋打造，以進口原木精心設計，屋內處處散發著原木香味，可遠眺270度整個碧湖湖光山色，在這裡享受一杯香醇的咖啡或是現炒幾樣佳餚，不論是清早時的山嵐起伏，或是黃昏時的艷麗晚霞，都會讓您流連忘返，加上主人烹飪各式各樣佳餚及煮咖啡的手藝，親切的服務，都能讓您忘卻都市的煩擾塵囂。 [必點小吃]原住民烤鹹豬肉、山當歸甕仔雞、碧湖沙鍋魚頭,南投縣仁愛鄉大同村仁和路信義巷25-1號,546,南投縣,仁愛鄉,886-49-2803839,11:00~22:00,,,,,,,,121.137120,24.025540,03,,
C3_376490000A_000038,金捷發煎盤粿,這家位於雲林北港老街、馬祖廟前的金捷發煎盤粿，是在地人和遊客眾多來訪的店家之一。  早期老闆蔡先生在此開設的是一家「金捷發五金行」，後來傳統產業逐漸沒落才改行在店門口賣起煎盤粿早餐，由於沒有店名，許多人因此直接稱他為「金捷發煎盤粿」。,雲林縣北港鎮中山路80號,651,雲林縣,北港鎮,886-5-7835108,06:00~11:30(賣完為止),,https://tour.yunlin.gov.tw/public/upload/old/20180607045844.jpg,店面,,,,,120.304400,23.565940,1,https://goo.gl/sQpj1c,
C3_376490000A_000157,上等冰,店家堅持只做安心、健康的好東西，除了親手熬煮紅豆、薏仁、綠豆、湯圓等冰品材料外，也親自挑選楊桃、梅子、鳳梨等水果進行曬乾與醃製，加上自動製冰沙機，讓大家吃冰也能吃得健康衛生，一杯冰涼的梅子冰、鳳梨冰、楊桃冰，讓你品嘗到懷念的古早味!!    店家特：手工豆花、古早味剉冰、養生湯飲,雲林縣虎尾鎮中正路271號,632,雲林縣,虎尾鎮,886-5-6339930,AM 10:00~PM 22:00,,https://tour.yunlin.gov.tw/public/upload/old/20180713015103.jpg,門市照片,,,,,120.430500,23.705390,5,,
C3_376490000A_000158,魯香香黃金樂排專賣店,魯香香黃金樂排專賣店，師承40年滷肋排的家傳味道，為雲林當地台灣美食必吃店家，就位於虎尾光復路路圓環旁，走入店家，可以看到採用台灣檜木桌椅，別有一番台灣情。    魯香香魯樂排飯以「輕鬆、休閒、價錢無負擔、能盡情享受高品質的佳餚」作為經營理念。魯香香的招牌「黃金魯肋排」彈牙的肉質、不膩的肉香、輕咬即和骨頭剝離的肉塊。    蔬食小菜，皆為家常菜，配合節令，尋找有機或當地農民生產的蔬菜，讓每位消費者都能盡情享受簡單卻豐富、濃厚、鮮美的台灣美食。      魯香香黃金樂排專賣店是雲林最具古早味的傳統台式餐點。為當地和觀光客必造訪的餐廳之一。店裡的招牌必點餐為「黃金魯肋排」，每份餐點都是老闆用心製作，老闆的堅持，為的就是讓每位饕客有著賓至如歸的感受。,雲林縣虎尾鎮光復路348號（圓環旁）,632,雲林縣,虎尾鎮,886-5-6338878,AM 10:30~PM 14:00 PM 16:30~PM 20:00,,https://tour.yunlin.gov.tw/public/upload/old/20180713015356.jpg,店外觀,,,,,120.437500,23.710210,1,https://goo.gl/maps/emgNbqbosXwDw5nS9,
C3_376490000A_000159,洪董魯味,良心、用心、客人吃得開心，就是洪董魯味所謂三心。洪董魯味在研發魯味口味時，就保持三心的理念前進，用最好的在地食材，使用生鮮當日的肉類及蔬菜類，熱門商品豆皮，是採古法用木材生火製作，所以它與一般豆皮特別不同。本店是滷汁找食物，所以在本店只要有的食物絕對都不會讓顧客失望的。,雲林縣斗六市愛國街12號,640,雲林縣,斗六市,886-5-5329974,PM 15:00~PM 23:00,,https://tour.yunlin.gov.tw/public/upload/old/20180713015635.png,店外觀,,,,,120.542100,23.710860,1,https://goo.gl/maps/mxwEtFYYtXmsmy558,
C3_376490000A_000160,北港羊肉百年老店,緣起：羊肉老店是經營者太太之祖父於民國前所創立，由岳父、岳母繼承經營，因岳父過世，岳母年事高，妻舅又無意接棒，經營者不忍心百年老店羊肉就此消失，遂答應岳母接棒經營，開始跟岳母學老阿嬤傳承下來的手藝。     經營理念：本店以現宰本產羊肉為主，販售全羊大餐，尤其是羊肉米糕，從老祖母時代就極受歡迎。目前台灣販賣羊肉的業者很多，可是以羊肉米糕作為伴手禮的僅此一家。為保持原有品質口味，堅持採用本產羊肉（價格較進口羊肉貴2倍以上）。本店能從民國前經營至今，主要是靠著貨真價實、忠於原味、口感絕佳、服務親切的精神，才能一代傳承一代。,雲林縣北港鎮中山路100號,651,雲林縣,北港鎮,886-5-7823861,AM 09:00~PM 19:00,,https://tour.yunlin.gov.tw/public/upload/old/20180713015939.jpg,羊肉爐,,,,,120.304400,23.566320,3,,
C3_376490000A_000161,凹凸咖啡館,放鬆的午茶──日式老宅與青草大苑保留昭和初期至今的日式純木頭建築，維持傳統格局與通透感的長及大草坪。無論在院子、簷下、廊內品嚐手沖咖啡、下午茶都像電影畫面唯美，喜歡日式空氣感美感的你不容錯過。,雲林縣斗六市雲中街9巷12號,640,雲林縣,斗六市,886-5-5339610,營業時間：上午9:30 - 下午10:00 （週二休）,,https://tour.yunlin.gov.tw/public/upload/StoreCover/230210040833050073DSKET.jpg,凹凸咖啡館店,,,,,120.539900,23.708320,5,https://goo.gl/maps/RarVqo2ZDWAWJYZf9,
C3_376490000A_000162,Rich Café 濃咖啡,"日益疏離的現代社會中,  我們相信,  存在心中的溫暖會被喚醒的。  延續台灣在地老品牌飛燕煉乳的實在精神，  提供的，不僅是用心的手作烘焙和飲品。  更深信，透過品嚐到的美好滋味，  也能同時滋潤心靈。  Rich Café   Touch your heart, Rich your mind.    手作司康/咖啡/飲品/生活美學專賣店",雲林縣斗六市榴南里斗工九路19-1號,640,雲林縣,斗六市,886-5-5571485,週一至週五 AM 09:00~PM 18:00,,https://tour.yunlin.gov.tw/public/upload/old/20180713020716.jpg,Rich Café 濃咖啡,,,,,120.598600,23.714610,,,
C3_376490000A_000164,仙地庭園咖啡,仙地庭園咖啡-位於華山咖啡園區的最高點，夜晚可看到整個西部平原的燈海連綿，不論賞景喝咖啡都是最佳選擇，來雲林古坑/欣賞著名的七縣市夜景，環境恬靜是休閒度假的好地方！,雲林縣古坑鄉桂林村桃源1-30號,646,雲林縣,古坑鄉,886-5-5901989,AM 10:00~PM 02:30,https://shiandi.yunlin.me/,https://tour.yunlin.gov.tw/public/upload/old/20180713021322.jpg,仙地庭園咖啡招牌,,,,,120.605100,23.598810,7,https://goo.gl/maps/H8EGe9T38x5HWKg1A,有停車空間
C3_376490000A_000167,蜜茶站,"臺一蜂業養蜂園為雲林縣崙背鄉養蜂產銷班 第一班 自產自銷的養蜂人家，園長因為覺得現代人喝的飲料中含太多的化學香料和果糖，所以乾脆自己開了一家飲料店【蜜茶站】，除了使用新鮮的水果以及當地新鮮的牛奶來做飲料，飲料裡面全都是-使用自家生產的蜂蜜調製，不添加果糖，讓大家喝得安心又健康。我們採複合式經營，除了飲品之外，也有蜂蜜、蜂花粉、蜂王乳、蜂蜜醋...等，純天然蜂蜜品伴手禮喔！歡迎大崙背體驗詔安客家文化的同時，別忘了順道來品嚐純天然蜂密調製的健康飲品及伴手禮....    店家特色：  1.100%純天然蜂蜜複合式茶飲店(招牌茶飲:蜂蜜百香果、純天宮蜂蜜醋、蜂蜜紅蘿蔔汁、蜂蜜檸檬...)   2.本店為崙背地區""國民旅遊卡特約商家""，歡迎來店使用國民旅遊卡消費""國產純天然蜂蜜產品""，年節送禮健康選擇...",雲林縣崙背鄉建國路18號,637,雲林縣,崙背鄉,886-5-6969266,AM 08:00~PM 22:00,,https://tour.yunlin.gov.tw/public/upload/old/20180713023154.jpg,蜜茶站照片,,,,,120.354500,23.759950,5,,
